X,Y,Z
-0.009980315396155548,0.2503074767055255,0.9499934236978812
-0.00874393261479566,0.2502124324266907,0.9499892623206233
-0.007520369303068053,0.25009594872816215,0.949985076824518
-0.006325860852533903,0.24995290680700993,0.9499810206234293
-0.005176072922819451,0.2497791078431664,0.949977257954722
-0.004085717904459443,0.2495714333739427,0.9499739588657502
-0.0030682006653024213,0.2493279786846946,0.9499712934724672
-0.0021353043690850964,0.24904815451306808,0.9499694256296757
-0.0012969254641964942,0.24873275284642174,0.9499685061885711
-0.0005608649634873568,0.24838397326042014,0.9499686660505197
6.731901773094248e-05,0.24800540712078953,0.9499700092549065
0.0005843947203189532,0.24760197805075887,0.9499726063619
0.0009894756416540453,0.24717983833623372,0.9499764884066132
0.0012839763944344092,0.24674622236496657,0.9499816417080912
0.0014715089229623691,0.24630925972643186,0.949988003813666
0.0015577241156023395,0.24587775217628788,0.9499954608455948
0.0015501052137746082,0.24546092022578553,0.950003846491965
0.0014577204830142692,0.24506812657945867,0.9500129428473628
0.0012909433770076288,0.24470858493758602,0.9500224832609624
0.0010611489006836286,0.24439106372551597,0.9500321572911091
0.000780395083052702,0.2441235950344242,0.9500416177972352
0.0004610984313603852,0.24391319938970932,0.9500504901236101
0.00011571198624195201,0.24376563685124372,0.9500583832470085
-0.00024358583472341782,0.24368519436315733,0.9500649026743141
-0.0006051839991360489,0.24367451820595978,0.9500696647892103
-0.0009583063242826962,0.24373449888675167,0.9500723122625602
-0.00129324754117096,0.243864213890091,0.9500725300622513
-0.0016015727357082976,0.24406093148593241,0.9500700615286756
-0.0018762758931434402,0.24432017635707612,0.9500647239251457
-0.002111894281658625,0.24463585528713896,0.9500564228318397
-0.002304576479296512,0.24500043866930526,0.9500451647304357
-0.002452102974550019,0.24540519128392382,0.95003106712723
-0.002553859453713901,0.24584044376888828,0.9500143655874068
-0.002610764122492618,0.2462958945735,0.9499954171037998
-0.0026251516828737624,0.2467609310226781,0.9499746993006547
-0.0026006178750291953,0.24722495747236506,0.9499528050763927
-0.0025418297595967963,0.24767771842463132,0.9499304324179886
-0.0024543081042688575,0.24810960487699077,0.9499083692710916
-0.002344189283677551,0.24851193306290528,0.9498874735210706
-0.002217974931058156,0.24887718603705475,0.9498686483264124
-0.0020822781263788305,0.24919921019329597,0.9498528132419056
-0.0019435751151697727,0.24947336069063156,0.9498408717685248
-0.0018079713932721328,0.24969659181484408,0.94983367616281
-0.001680990457714211,0.2498674904332301,0.9498319905231821
-0.0015673926291137161,0.24998625282343415,0.9498364533360232
-0.0014710301331801485,0.2500546071973845,0.9498475408024277
-0.0013947431414774193,0.2500756861285453,0.9498655323694142
-0.0013402997806824938,0.2500538547652735,0.949890479949734
-0.001308381300082443,0.24999450212532412,0.9499221823257517
-0.0012986117192487813,0.2499038038774221,0.9499601661898857
-0.001309629443971272,0.24978846579702224,0.9500036751730122
-0.0013391966197507904,0.2496554575174664,0.950051668051067
-0.0013843404654658698,0.24951174627804917,0.9501028270989006
-0.0014415195652973322,0.24936404010117152,0.9501555772816309
-0.001506807154915431,0.24921854922683542,0.9502081166420407
