X,Y,Z
0.02043581607281819,0.2400733154287285,0.9499984860203624
0.018863527077336774,0.24008001496194448,0.9499982849728353
0.017306535658701407,0.24008436298822972,0.949998127282507
0.01578839703157284,0.240085942250518,0.94999802324023
0.014331184934924341,0.24008439431734213,0.949997982188531
0.01295487113721935,0.24007943916348579,0.9499980120771071
0.011676793424884832,0.24007089397653486,0.9499981190248644
0.010511231101590498,0.24005869044359668,0.9499983069054759
0.009469101776054287,0.24004288975657878,0.949998576974285
0.008557787413745037,0.24002369458502498,0.9499989275546586
0.0077810916055607,0.24000145730471317,0.9499993538015267
0.007139324100030532,0.23997668383926923,0.9499998475587804
0.006629503170856819,0.2399500325711657,0.9500003973254082
0.006245661624669249,0.23992230790674346,0.9500009883427126
0.005979238414628669,0.23989444823520462,0.9500016028117065
0.005819535067647161,0.2398675082005109,0.9500022202458646
0.005754214540030623,0.23984263540317113,0.9500028179598913
0.00576981970323886,0.23982104186021896,0.950003371690176
0.005852289379651499,0.23980397076938137,0.9500038563372558
0.00598745159276175,0.23979265933971933,0.9500042468150837
0.0061614763137640294,0.23978829865737544,0.9500045189863701
0.006361273284173323,0.2397919917425531,0.9500046506579486
0.006574824249535805,0.2398047111134161,0.9500046226052267
0.006791442912836856,0.2398272572954268,0.9500044195905434
0.00700195986604605,0.2398602197925524,0.9500040313368955
0.007198833457279194,0.2399039420626266,0.9500034534162313
0.0073761908035719845,0.23995849200728375,0.9500026880105289
0.00752980581455148,0.24002363939347432,0.9500017445043597
0.007657023053945488,0.24009884146706068,0.9500006398696942
0.00775663749587309,0.24018323780038348,0.9499993988074457
0.007828740750214573,0.2402756551388186,0.9499980536156815
0.007874544205272855,0.2403746226830455,0.9499966437615458
0.007896188874566718,0.24047839787390207,0.9499952151426302
0.007896550671012009,0.24058500234816,0.9499938190336347
0.007879048508866145,0.24069226732191057,0.9499925107254564
0.00784746118989168,0.24079788725142276,0.9499913478760237
0.007805757586642242,0.24089948023897506,0.9499903886048945
0.0077579432888717865,0.2409946533138672,0.9499896893764425
0.007707925696355127,0.2410810704471143,0.9499893027288911
0.007659398562078441,0.24115652097145152,0.949989274918038
0.007615746227606431,0.24121898599274855,0.9499896435547023
0.007579967239967506,0.2412667004068872,0.9499904353232232
0.00755461667237298,0.2412982082835012,0.9499916638742211
0.007541766253174967,0.24131240964242015,0.9499933279878422
0.007542981295038959,0.24130859701786964,0.9499954101034537
0.007559313363290549,0.2412864806561848,0.9499978753078907
0.007591307585222715,0.2412462016919216,0.9500006708666752
0.007639023444702185,0.24118833315588126,0.9500037263710154
0.007702067804680096,0.24111386914801888,0.9500069545578923
0.00777963874585601,0.24102420292610277,0.9500102528413165
0.00787057861120218,0.24092109499511624,0.9500135055702444
0.00797343442590782,0.24080663252171272,0.9500165870031666
0.008086523650995167,0.24068318154162155,0.9500193649616698
0.00820800305680815,0.24055333348288963,0.9500217050961596
0.008335938393662692,0.24041984750722686,0.9500234756673168
0.008468372505440785,0.24028559009226244,0.9500245527178278
0.008603389582877959,0.24015347315785948,0.950024825481595
0.008739173385226454,0.24002639189865824,0.9500242018532185
0.00887405746701008,0.2399071633404188,0.9500226137202227
0.009006565725032894,0.2397984665049011,0.9500200219454608
0.009135441924080221,0.23970278495914288,0.9500164207784766
0.009259667261534375,0.23962235244848037,0.9500118414733015
0.009378465482562093,0.23955910227277108,0.9500063548970176
0.009491295545824457,0.23951462106209412,0.9500000729289874
0.009597832347922155,0.23949010763773615,0.9499931484752765
0.009697936522990922,0.23948633769887454,0.949985773956448
0.00979161482031891,0.23950363514430656,0.9499781781692817
0.009878973005726892,0.23954185090874022,0.9499706214733638
0.009960163611041923,0.23960035024996462,0.9499633893108558
0.010035331151844877,0.2396780094515063,0.9499567841306583
0.010104557631411158,0.23977322289045871,0.9499511158548585
0.010167811236759803,0.23988392134880912,0.9499466910936859
0.010224901103540268,0.24000760230796883,0.9499438013828455
0.010275440877144552,0.24014137275284894,0.9499427107814461
0.010318823529527638,0.2402820047203186,0.949943643227069
0.01035420951085646,0.24042600345855417,0.9499467700940442
0.01038052983270436,0.2405696876250866,0.9499521984389893
0.010396505109464918,0.24070928045407256,0.9499599604415206
0.010400680944911133,0.24084101028453997,0.9499700045554319
0.010391479362292165,0.2409612182831475,0.9499821888746246
0.010367265262302706,0.24106647064379286,0.949996277187182
0.010326426178576603,0.241153672032135,0.950011938139334
0.01026746291081746,0.24122017659801068,0.9500287478584734
0.010189087977139489,0.24126389253593525,0.9500461962914216
0.010090328264797385,0.24128337596563465,0.9500636974021787
0.009970627795901868,0.24127790986030276,0.9500806032446584
0.009829946183422285,0.24124756389447202,0.950096221783486
0.009668848151427266,0.2411932314331666,0.9501098381837129
0.009488579447452383,0.24111664044671802,0.9501207391329424
0.009291124595808494,0.2410203359063228,0.9501282396021801
0.009079242236479068,0.24090763217467845,0.950131711300579
0.008856474269213292,0.24078253501880323,0.9501306119403486
0.008627125677088895,0.24064963408886003,0.9501245143078599
0.008396212734779727,0.24051396796753557,0.9501131340417198
0.008169378305202708,0.24038086513541865,0.9500963549543878
0.007952774077411037,0.24025576535777862,0.9500742507062786
0.0077529108711580945,0.24014402702349993,0.9500471016549435
0.007576479489802906,0.24005072681350081,0.9500154057605091
0.007430145991543646,0.23998045870914528,0.9499798825344187
0.0073203266079981625,0.23993713974524528,0.9499414691724909
0.0072529488012627605,0.2399238300496877,0.9499013082145095
0.007233206046004725,0.23994257458252952,0.9498607263182465
0.0072653147845890146,0.2399942735888254,0.9498212040213491
0.007352282570843645,0.24007858811577495,0.9497843366832636
0.0074956966445787285,0.2401938860272875,0.949751787142813
0.007695542034799721,0.24033723279609687,0.9497252309849039
0.007950057766830205,0.24050442999054378,0.949706295670257
0.008255638862776013,0.24069010283264142,0.9496964951318859
0.008606790612633503,0.2408878365256372,0.9496971617672417
0.008996140106896476,0.24109035927934608,0.9497093780409606
0.009414508320370203,0.24128976815271133,0.9497339101454808
0.009851044181657507,0.2414777920435072,0.9497711463314847
0.01029342011146698,0.24164608444740657,0.9498210426043608
0.010728086520481713,0.24178653704828182,0.9498830784756506
0.011140580777213173,0.24189160385515465,0.9499562253510233
0.011515884241067642,0.24195462453401803,0.9500389299229387
0.01183881915971407,0.24197013485632754,0.9501291146144569
0.012094475607918735,0.24193415185494452,0.9502241966921713
0.012268657253087371,0.2418444213871943,0.9503211271366839
0.01234833362579366,0.24170061638454368,0.9504164497385758
0.012322085803457037,0.24150447513412546,0.950506380191057
0.012180532027867343,0.24125987048635059,0.9505869041964256
0.011916719808540591,0.2409728028950826,0.9506538928151914
0.01152647153621864,0.24065131263563133,0.9507032324909738
0.011008671548302101,0.24030530935820463,0.9507309664106857
0.010365483932386874,0.23994632025035897,0.9507334431398843
0.009602492081803535,0.23958716141232778,0.9507074678403188
0.008728753059132361,0.23924154048370877,0.9506504508634065
0.007756762090031228,0.2389236019661238,0.9505605481509417
0.00670232489878102,0.23864742990908439,0.9504367876913199
0.005584338008768087,0.23842652549148252,0.950279176300218
0.004424479480731141,0.23827327935420295,0.950088781237567
0.0032468147885488137,0.2381984601380753,0.9498677816492948
0.002077324603568635,0.23821074139272216,0.9496194855358667
0.0009433631644895861,0.23831628871938865,0.9493483088938718
-0.00012694234352051244,0.23851842761970607,0.9490597148353598
-0.0011053393778266557,0.23881741002992846,0.948760111835213
-0.001964131112839072,0.23921029398198715,0.9484567117516302
-0.0026768761974301594,0.23969094637331706,0.9481573498605059
-0.003219091227678545,0.2402501736362599,0.9478702707832268
-0.003568938988748526,0.2408759794197437,0.9476038858031587
-0.003707884775074644,0.24155394251703138,0.9473665085867305
-0.003621302649333527,0.24226770250398352,0.9471660776747769
-0.0032990134206375634,0.242999535208061,0.947009875212644
-0.002735736489322974,0.24373099551000094,0.9469042521708654
-0.001931438597452697,0.24444360135379467,0.9468543707071796
-0.0008915640108909918,0.24511953041919826,0.9468639742832502
0.00037286720508893567,0.24574229983969217,0.9469351956416299
0.0018453033399872074,0.24629739969620623,0.9470684117596737
0.0035038546580375687,0.24677285277288866,0.947262153444608
0.005321639410474459,0.24715967614033849,0.9475130753653627
0.007267280535924842,0.24745222438073858,0.9478159901082277
0.00930554634407989,0.2476483994761473,0.9481639673935832
0.011398123302068418,0.24774971828519818,0.9485484970120641
0.01350450391786336,0.24776123483734297,0.9489597114468064
0.015582967881082035,0.24769132105864886,0.9493866616573758
0.01759163031742826,0.24755131568706334,0.9498176372179491
0.019489527460798642,0.24735505673387032,0.9502405200277402
0.02123770743951222,0.24711831763589365,0.9506431592383893
0.0228002923638437,0.2468581710091744,0.951013753953728
0.024145477598290634,0.2465923065152387,0.9513412297193067
0.025246435060115834,0.24633833071319014,0.9516155948774704
0.0260820896091706,0.24611307689253087,0.9518282635348329
0.02663774103381645,0.24593195182427705,0.9519723331548919
0.026905508694437245,0.2458083442459519,0.9520428065947368
0.0268845814127844,0.2457531168639705,0.9520367506610121
0.026581261502352797,0.24577419989613672,0.9519533858455274
0.026008798694751836,0.24587629988246926,0.9517941046729169
0.025187016872267057,0.24606073286053573,0.9515624189009099
0.024141743690545746,0.24632538621823405,0.9512638385129145
